config,coord_dim,seed,k_frac,spearman_D_S,perm_null_mean,perm_null_sd,perm_p,perm_p_one_sided,n_perm,n_inputs,n_pairs,inputs,within_imp_mean_rho,cohesion_selected,cohesion_random_mean,cohesion_random_sd,cohesion_z,cohesion_matched_mean,cohesion_matched_sd,cohesion_matched_z,imp_selected,imp_all
cifar10 geo_pca,3,3,0.2,-0.2252381082885862,-0.00030560622267963194,0.007362688466519392,0.001,0.001,999,10000,300000,test,-0.2971990158424997,0.048516206443309784,0.01888406184501946,0.0012674931416092803,23.378544310929485,0.02691055152565241,0.001406757057854465,15.358483386783968,0.6112031936645508,0.5089207887649536
cifar10 geo_pca,3,4,0.05,-0.21578521788080027,-8.910693315068956e-05,0.007470454249518371,0.001,0.001,999,10000,300000,test,-0.2910943830912552,0.06802022457122803,0.0188902604393661,0.002883834580539561,17.036332266198656,0.02447516125626862,0.0036041254125156906,12.082005568303133,0.5974888801574707,0.5089207887649536
cifar10 geo_pca,3,4,0.1,-0.21578521788080027,-8.910693315068956e-05,0.007470454249518371,0.001,0.001,999,10000,300000,test,-0.2910943830912552,0.1209900826215744,0.0186798126809299,0.0019626927384574387,52.12750212186899,0.027719891518354415,0.0025756813556222346,36.21185161876356,0.6157115697860718,0.5089207887649536
cifar10 geo_pca,3,4,0.2,-0.21578521788080027,-8.910693315068956e-05,0.007470454249518371,0.001,0.001,999,10000,300000,test,-0.2910943830912552,0.09023738652467728,0.01868803021963686,0.0013330277645061102,53.67431808734704,0.02405951764434576,0.0014806101224865273,44.696350396751626,0.5877135396003723,0.5089207887649536
cifar10 geo_pca,3,5,0.05,-0.23985400552070282,3.874293380802778e-05,0.007534159196841276,0.001,0.001,999,10000,300000,test,-0.3192035188671326,0.16512732207775116,0.019057863382622598,0.0027818144226127352,52.50869988136323,0.03551566219888627,0.004633700642603872,27.971522083062123,0.6661350727081299,0.5089207887649536
cifar10 geo_pca,3,5,0.1,-0.23985400552070282,3.874293380802778e-05,0.007534159196841276,0.001,0.001,999,10000,300000,test,-0.3192035188671326,0.06906969845294952,0.0186142028355971,0.0018366050226883647,27.472153765552214,0.03207567619159818,0.002842456998478847,13.014804539922345,0.646574079990387,0.5089207887649536
cifar10 geo_pca,3,5,0.2,-0.23985400552070282,3.874293380802778e-05,0.007534159196841276,0.001,0.001,999,10000,300000,test,-0.3192035188671326,0.051106397062540054,0.018861640579998493,0.0011633677799748495,27.716734991166696,0.0270928006619215,0.0013932758397987783,17.235349740114156,0.6107251048088074,0.5089207887649536
cifar10 geo_pca,3,6,0.05,-0.23838196750251403,0.00020967859179329184,0.0076342829654944214,0.001,0.001,999,10000,300000,test,-0.3223265696401685,0.08403804898262024,0.01839210281148553,0.0029178807547346583,22.49781662328641,0.02166853753849864,0.003123412604563158,19.968386928142092,0.5637986063957214,0.5089207887649536
cifar10 geo_pca,3,6,0.1,-0.23838196750251403,0.00020967859179329184,0.0076342829654944214,0.001,0.001,999,10000,300000,test,-0.3223265696401685,0.0758579820394516,0.01876637923065573,0.001833869582390026,31.13176821617727,0.033064196379855276,0.0028728755452416344,14.895802122573738,0.6511194705963135,0.5089207887649536
cifar10 geo_pca,3,6,0.2,-0.23838196750251403,0.00020967859179329184,0.0076342829654944214,0.001,0.001,999,10000,300000,test,-0.3223265696401685,0.04242994636297226,0.01892750914208591,0.0011603483349951216,20.25463948352244,0.02398236034438014,0.0013164668500381743,14.012951411609214,0.5882229804992676,0.5089207887649536
cifar10 geo_pca,3,7,0.05,-0.25340645275995916,-7.559668505915075e-05,0.007597666816463599,0.001,0.001,999,10000,300000,test,-0.33033144047298013,0.1219056099653244,0.019166551986709236,0.0027300832495587065,37.63220698767695,0.03220214188098908,0.004569338189102033,19.631610607997533,0.653534471988678,0.5089207887649536
cifar10 geo_pca,3,7,0.1,-0.25340645275995916,-7.559668505915075e-05,0.007597666816463599,0.001,0.001,999,10000,300000,test,-0.33033144047298013,0.09043180197477341,0.01887119778431952,0.0018176386760489016,39.37009323912435,0.026548115843906997,0.002487268725678981,25.684271846317294,0.6148840188980103,0.5089207887649536
